Name,Code,Latitude,Longitude,Average Income
Codsall,E02006182,52.625900,-2.197490,51400
Coedpoeth & Brymbo,W02000083,53.062000,-3.060720,40100
"Cogenhoe, Hackleton & Denton",E02005682,52.206600,-0.798618,49200
Coggeshall & Kelvedon,E02004459,51.856998,0.696992,48900
Cokeham & Sompting,E02006539,50.831501,-0.339407,39000
Colchester Road,E02002839,52.643501,-1.067610,37500
Coldean & Moulsecoomb North,E02003492,50.861301,-0.100085,40000
Colden Common & Twyford,E02004838,51.002499,-1.304130,57100
Coldstream and Area,S02002308,55.660198,-2.257710,
Coleford,E02004632,51.794800,-2.612340,38900
Colehill,E02004249,50.809601,-1.967600,55700
Coleridge,E02003728,52.191502,0.139983,57300
Coleshill & Water Orton,E02006473,52.503300,-1.714370,47900
Coley Park,E02003401,51.448299,-0.989831,58800
Colindale,E02000053,51.593601,-0.247537,56800
Colinton and Kingsknowe,S02001581,55.910400,-3.251740,
Colinton Mains and Firrhill,S02001596,55.910400,-3.229800,
College & Park West,E02002568,54.524502,-1.570320,53600
College Lane & Oaklands,E02006568,50.843498,-0.773362,44000
College Town,E02003366,51.345001,-0.779928,63500
"Colletts Green, Callow End & Hanley",E02006714,52.119900,-2.259630,46700
Collier Row & Park Farm,E02000468,51.602600,0.159060,50400
Colliers Wood,E02000693,51.419102,-0.177466,71100
Collin,S02001434,55.071999,-3.553170,
"Collingham, Rigton & Harewood",E02002335,53.892700,-1.449050,62800
"Collington, Cooden & Little Common",E02004400,50.845001,0.437960,45200
Colnbrook & Poyle,E02003420,51.481499,-0.520293,62100
Colne Horsfield,E02005243,53.860802,-2.161330,34000
Colne Vivary Bridge,E02005244,53.859699,-2.176370,34900
Colne Waterside,E02005246,53.852600,-2.176860,33400
Colney Hatch,E02000045,51.605900,-0.151195,56300
Colney Heath & Tyttenhanger,E02004938,51.745899,-0.282305,59000
"Coltishall, Buxton & Frettenham",E02005522,52.732399,1.338260,46500
Coltness,S02002143,55.789501,-3.910830,
"Colton, Austhorpe & Whitkirk",E02002402,53.795502,-1.441140,56200
Columbia Road,E02000869,51.528500,-0.071612,51900
"Columbia, Barmston & Teal Farm",E02001807,54.897800,-1.504060,39500
"Colwall, Cradley & Wellington Heath",E02002913,52.095798,-2.387790,50700
Colwyn Bay North,W02000033,53.295700,-3.726230,31500
Combe Down,E02003002,51.361301,-2.349470,49100
"Comberbach, Acton Bridge & Whitley",E02003875,53.294800,-2.580400,50800
Comberton,E02006773,52.384499,-2.228900,38600
Comely Bank,S02001659,55.959099,-3.224520,
Comiston and Swanston,S02001598,55.904598,-3.215830,
Common Edge,E02002650,53.786098,-3.021640,37000
Compton & Merryhill North,E02002169,52.580200,-2.163360,48000
Compton Acres & Lutterell,E02005912,52.919300,-1.146410,53800
"Comrie, Gilmerton and St Fillans",S02002224,56.373199,-3.925220,
Concord and Sulgrave,E02001799,54.913799,-1.521690,30000
Condorrat,S02002199,55.933899,-4.021320,
"Coney Hill, Barnwood & Abbeydale",E02004642,51.857300,-2.213040,50700
Congleton Town,E02003816,53.165901,-2.211780,39800
Congleton West Heath,E02003817,53.166000,-2.232150,47200
Congresbury & Kewstoke,E02003078,51.370098,-2.847540,49100
Coningsby & Woodhall Spa,E02005439,53.125999,-0.193550,40000
Conisbrough North,E02001570,53.486900,-1.243550,28100
Conisbrough South,E02001573,53.479599,-1.237650,31000
"Coniston, Broughton & Kirkby",E02004022,54.287498,-3.116320,45800
Connah's Quay North,W02000064,53.220200,-3.064170,38700
Connah's Quay South & Northop Hall,W02000067,53.202702,-3.071530,45500
Connah's Quay Wepre,W02000065,53.214500,-3.065010,42400
Conon,S02002016,57.564800,-4.434930,
Conquest & St Helens,E02004369,50.875702,0.576971,44500
Consett,E02004303,54.856800,-1.830910,36400
Conwy & Afon Roe,W02000038,53.263599,-3.840320,38500
Cookham & Waltham,E02003422,51.530800,-0.764585,64600
Cookridge & Holt Park,E02002342,53.858501,-1.620490,47300
Coppull,E02005201,53.620701,-2.659450,37600
Copsewood,E02001984,52.406300,-1.473690,47100
Copthall & Downage,E02000048,51.601700,-0.203219,60800
Copthorne & Turners Hill,E02006605,51.127499,-0.117288,64300
Corbett Estate,E02000674,51.441101,-0.002227,60700
"Corby Glen, Ropsley & Grantham Outskirts",E02005482,52.875801,-0.548285,45700
Corby Kingswood,E02005617,52.481098,-0.716637,36100
Corby Lodge Park,E02005615,52.490700,-0.724166,38600
Corby North,E02005613,52.500301,-0.709972,37600
Corby Town,E02005616,52.487999,-0.698472,38800
Corby Village & Weldon,E02005614,52.494598,-0.666069,46900
Corfe Castle & Langton Matravers,E02004267,50.634300,-2.043950,48700
Corfe Mullen,E02004254,50.770401,-2.018690,52600
Cornelly,W02000227,51.520000,-3.704380,35700
Corner Hall,E02004874,51.744099,-0.463920,52400
Cornton,S02002451,56.135399,-3.940760,
Corringham North & London Gateway,E02003296,51.529900,0.463275,49200
Corringham South,E02003297,51.525700,0.448951,42100
"Corsham, Bowerhill & Lacock",E02006660,51.428200,-2.181730,49500
Corstorphine,S02001679,55.942600,-3.281060,
Corstorphine North,S02001678,55.949501,-3.286270,
Corstorphine South,S02001681,55.934898,-3.283700,
"Corwen, Llanelidan & Efenechdyd",W02000056,53.029301,-3.349460,39400
"Cosby, Croft & Elmesthorpe",E02005342,52.557301,-1.226890,41200
Coseley Wallbrook,E02002000,52.545101,-2.080260,35300
Cosford & Albrighton,E02006009,52.638901,-2.281520,48900
Cosham North,E02003526,50.848701,-1.055200,53700
Cosham South,E02003529,50.841000,-1.057690,51600
Costessey & Queens Hills,E02005597,52.653301,1.210770,46400
Cotgrave,E02005914,52.910702,-1.037110,44000
Cotham,E02003033,51.467300,-2.607640,58400
Cotmanhay,E02004078,52.990501,-1.309680,29900
Coton Farm & Perry Crofts,E02006217,52.645302,-1.702240,43800
Cottenham,E02003776,52.288799,0.125183,53600
Cottenham Park,E02000698,51.414700,-0.234909,80900
Cotteridge,E02001942,52.416698,-1.933780,44300
Cottingham East,E02002706,53.782101,-0.397503,47000
Cottingham South & North Ella,E02002708,53.777000,-0.418487,39700
Cottingham West,E02002705,53.781300,-0.439106,49600
"Cottingley, Harden & Wilsden",E02002204,53.829201,-1.848830,45400
"Cotton End, Brackmills & Hardingstone",E02005677,52.220501,-0.880605,46500
Cottonmill & Sopwell,E02004940,51.741402,-0.336689,58100
Coulby Newham,E02002514,54.521801,-1.221080,36700
Coulsdon,E02000234,51.321301,-0.130554,59100
Coundon,E02001971,52.424599,-1.532660,46400
Coundon North,E02004351,54.689899,-1.663350,31600
Countess Wear & Topsham,E02004163,50.690498,-3.475770,48500
Countesthorpe & Kilby,E02005343,52.554798,-1.139230,44700
Coupar Angus and Meigle,S02002245,56.545200,-3.256590,
Court Hey & Swanside,E02001340,53.410599,-2.877670,43800
Cove & Southwood,E02004806,51.294498,-0.788144,67200
Cove North,S02001256,57.114101,-2.086020,
Cove South,S02001255,57.098701,-2.087580,
Covingham,E02003224,51.565701,-1.733980,49800
Cowal North,S02001384,56.133900,-4.887610,
Cowal South,S02001383,55.910999,-5.113830,
Cowbridge,W02000238,51.463799,-3.447940,47200
Cowcliffe & South Fixby,E02002297,53.665798,-1.800420,45900
Cowdenbeath North,S02001771,56.116001,-3.352070,
Cowdenbeath South,S02001770,56.107700,-3.348970,
Cowes Central,E02003581,50.759300,-1.298230,38700
"Cowes West, Gurnard & Northwood",E02003582,50.751301,-1.313670,43500
Cowfold & Partridge Green,E02006598,50.972900,-0.296015,55400
Cowgate,E02001723,54.988899,-1.659570,36700
Cowie,S02002441,56.082600,-3.867320,
Cowlairs and Port Dundas,S02001924,55.878201,-4.244310,
Cowlersley & Milnsbridge,E02002315,53.636200,-1.833090,33300
Cowley North,E02005952,51.738701,-1.208570,65600
Cowley South & Iffley,E02005954,51.731602,-1.220630,63500
Cowplain East,E02006831,50.895901,-1.013660,48400
Cowplain West,E02006830,50.902199,-1.026860,40200
Cox Green,E02003428,51.506302,-0.752341,65900
Coxford & Lords Hill,E02003552,50.938301,-1.445270,38800
Coxhoe & Quarrington Hill,E02004319,54.721401,-1.495180,39300
Coxlodge & West Gosforth,E02001713,55.006500,-1.629780,56100
Coylton,S02002334,55.448799,-4.528860,
Crabbs Cross,E02006732,52.282501,-1.951670,49200
Crabtree & Fir Vale,E02001630,53.404499,-1.453300,32100
Crackington & Tintagel,E02003933,50.659401,-4.706030,38400
Cradley East,E02002032,52.458302,-2.084690,36700
Cradley Heath,E02002080,52.468700,-2.077150,37200
Cradley West & Hayes Lane,E02002031,52.460098,-2.102770,36900
Craigend and Ruchazie,S02001915,55.872501,-4.155200,
Craigentinny,S02001636,55.957401,-3.126970,
Craigie,S02002341,55.462101,-4.610930,
Craigie and  Craigiebank,S02001454,56.469898,-2.929430,
"Craigleith, Orchard Brae and Crewe Toll",S02001663,55.960201,-3.232780,
Craiglockhart,S02001593,55.921902,-3.240610,
Craigmillar,S02001627,55.929901,-3.132480,
Craigneuk Airdrie,S02002182,55.863998,-3.943810,
Craigneuk Wishaw,S02002139,55.778500,-3.949780,
Craigshill,S02002487,55.898102,-3.494910,
Craigton,S02001857,55.850601,-4.327760,
Crail and Boarhills,S02001833,56.273499,-2.646370,
Cramlington South,E02005718,55.074299,-1.582780,37800
Cramlington Town & Beaconhill,E02005715,55.090000,-1.595770,34100
Cramond,S02001673,55.973000,-3.301780,
Cranage & Goostrey,E02003811,53.186798,-2.298520,49100
"Cranbrook, Broadclyst & Stoke Canon",E02004134,50.757000,-3.441250,54100
"Cranbrook, Sissinghurst & Frittenden",E02005174,51.101898,0.540808,47800
Cranfield & Apsley Guise,E02003605,52.049999,-0.617854,56000
Cranford,E02000538,51.473301,-0.404750,53700
Cranham East,E02000481,51.565300,0.272574,54700
"Cranhill, Lightburn and Queenslie South",S02001914,55.863701,-4.167500,
Cranleigh,E02006451,51.141499,-0.487613,55200
Crathes and Torphins,S02001299,57.091301,-2.564960,
Craven Arms & Broadstone,E02006043,52.434399,-2.762220,43300
Crawcrook & Greenside,E02001683,54.963299,-1.785590,40700
Crawley Down,E02006608,51.122601,-0.075741,55200
"Crawshawbooth, Reedsholme & Water",E02005278,53.723598,-2.274950,46200
Crayford,E02000083,51.452400,0.182685,51000
"Credenhill, Weobley & Wellington",E02002911,52.114201,-2.807660,46100
Crediton,E02004174,50.790199,-3.654120,43200
Creekmoor,E02003199,50.745899,-1.998040,46500
Creekmouth & Barking Riverside,E02000020,51.531898,0.092443,47800
"Creigiau, Pentyrch & St Fagans",W02000380,51.518799,-3.300060,53600
"Cressage, Dorrington & Pulverbatch",E02006040,52.623600,-2.702190,47400
Creswell & Hodthorpe,E02004047,53.270401,-1.207980,32100
Crewe Coppenhall & Underwood,E02003827,53.104698,-2.453900,32500
Crewe Gresty Road,E02003834,53.084499,-2.442570,40100
Crewe Leighton,E02003825,53.116699,-2.457650,47200
Crewe Mill Street & College,E02003832,53.090900,-2.444390,38200
Crewe North East,E02003826,53.109501,-2.436330,37600
Crewe North West,E02003828,53.103699,-2.471610,38100
Crewe South West & Wistaston,E02003835,53.078098,-2.468230,53100
Crewe Sydney & Gateway,E02003829,53.091702,-2.427060,38300
Crewe Town & Victoria Avenue,E02003830,53.097698,-2.445780,36400
Crewkerne,E02006095,50.881302,-2.789830,40900
Crews Hole,E02003044,51.453701,-2.528980,48600
"Crich, Holloway & Wingfield",E02004030,53.089699,-1.470540,44800
Cricieth & Llanaelhaearn,W02000020,52.935001,-4.326710,37900
"Crickhowell, Llangynidr & Llangorse",W02000114,51.876499,-3.177400,43700
Cricklade & Ashton Keynes,E02006644,51.643700,-1.874450,50800
Cricklewood Anson Road,E02000107,51.555901,-0.219450,55000
Crieff North,S02002225,56.375900,-3.841880,
Crieff South,S02002226,56.371498,-3.838950,
"Cringleford, Little Melton & Easton",E02005598,52.619701,1.200370,54700
Croesyceiliog,W02000330,51.657200,-3.000250,37500
Crofton,E02000157,51.373001,0.077167,71300
Crofton,E02002469,53.656601,-1.425010,44600
Crofton Park,E02000667,51.453701,-0.035502,69500
Croham,E02000222,51.358501,-0.089550,64500
Cromar and Kildrummy,S02001300,57.174900,-2.832550,
Cromer,E02005572,52.927200,1.299950,35600
Cromwell Road & Broad Street,E02001173,53.496201,-2.286370,31200
Crook North & Tow Law,E02004349,54.721699,-1.775920,32100
Crook South,E02004350,54.717701,-1.731470,35600
Crookes,E02001639,53.382500,-1.511820,50200
Crookfur and Fruin,S02001561,55.782700,-4.337310,
Crookham East,E02004759,51.265900,-0.832181,65900
"Crookham West, Ewshot & Crondall",E02004760,51.252201,-0.849434,75700
Crookston North,S02001847,55.827999,-4.343680,
Crookston South,S02001846,55.821301,-4.352530,
"Cropredy, Wroxton & Shennington",E02005921,52.096699,-1.368830,60600
"Cropwell Bishop, Kinoulton & Upper Broughton",E02005915,52.894501,-0.975869,49700
Crosby East,E02001453,53.488098,-3.017060,47000
Crosland Moor,E02002317,53.632801,-1.815020,31400
Cross Flats Park & Garnets,E02002415,53.774399,-1.549300,27500
Cross Gates East & Manston,E02002386,53.807999,-1.441890,43400
Cross Gates West & Killingbeck,E02002390,53.806499,-1.466480,38200
Cross Stobbs,S02001557,55.807899,-4.400000,
Crossens,E02001429,53.673500,-2.954930,38600
Crossflatts & Eldwick,E02002192,53.859798,-1.828780,51000
Crossford Charlestown and Limekilns,S02001743,56.050499,-3.489640,
"Crossford, Braidwood and Yieldshields",S02002363,55.716301,-3.832950,
Crossgates and Halbeath,S02001768,56.073601,-3.384860,
Crosshouse and Lindsayfield,S02002429,55.740398,-4.205920,
"Crosshouse, Gatehead and Kilmaurs Rural",S02001504,55.618099,-4.539430,
Crosskeys North & Abercarn,W02000303,51.642200,-3.131910,37400
Crosskeys South & Ynysddu,W02000304,51.621899,-3.160910,36100
Crossway Park,E02000065,51.505402,0.129748,49000
Croston & Mawdesley,E02005195,53.661098,-2.772320,47500
Crouch End East,E02000430,51.577400,-0.119572,78300
Crouch End West,E02000429,51.577900,-0.131213,79100
"Crowan, Wendron & Stithians",E02003926,50.163700,-5.258790,45700
Crowborough North East,E02004405,51.057701,0.169951,51400
Crowborough South East,E02004408,51.046398,0.176192,51800
Crowborough Whitehill & Warren,E02004406,51.056999,0.158712,55300
Crowland & Cowbit,E02005475,52.692699,-0.149497,43500
Crowle & Keadby,E02002754,53.609501,-0.790013,38600
Crowle & Tibberton,E02006754,52.219398,-2.093270,50500
Crown Hills,E02002847,52.631302,-1.098990,35600
Crown Wood,E02003359,51.397598,-0.731956,66800
Crownhill,E02003129,50.406700,-4.128950,45400
Crowthorne North,E02003458,51.378601,-0.805828,78900
Crowthorne South,E02003363,51.364799,-0.801252,66500
Croxley Green,E02004961,51.647900,-0.441272,66000
Croxley North & Sarratt,E02004958,51.677299,-0.461255,58600
Croxteth East,E02001353,53.451000,-2.884590,43400
Croxteth Park,E02001359,53.438000,-2.892260,40900
Croxteth West & Gillmoss,E02001350,53.455200,-2.902500,35000
Croydon Minster & Waddon North,E02000217,51.372799,-0.108511,50700
Croyland,E02005699,52.290199,-0.699901,40400
Cruden,S02001333,57.434502,-1.864550,
Crumpsall North & Heaton Park,E02001048,53.523102,-2.242490,38100
Crumpsall South,E02001052,53.511299,-2.237300,33700
"Crundale, Clynderwen & Maenclochog",W02000129,51.858299,-4.841770,39100
Crystal Palace Park,E02000131,51.417900,-0.069356,60700
Crystal Palace Triangle,E02000194,51.417500,-0.084250,58000
"Cubbington, Stoneleigh & Radford Semele",E02006523,52.319698,-1.494900,55100
Cuckoo Park,E02000253,51.522800,-0.336188,49900
Cudworth Village,E02001516,53.572399,-1.413700,33100
Cuffley & Northaw,E02004995,51.709202,-0.125179,56700
Culcheth East & Hollins Green,E02002591,53.439800,-2.497560,45600
Culcheth West & Croft,E02002590,53.451698,-2.528810,54400
"Cullen, Portknockie, Findochty, Drybridge and Berryhillock",S02002077,57.677700,-2.868670,
Cullercoats,E02001747,55.032600,-1.442590,45600
Cullingworth & Denholme,E02002213,53.812901,-1.896370,38800
Cullompton,E02004170,50.856800,-3.393500,45300
Culter,S02001236,57.101002,-2.273940,
"Cults, Bieldside and Milltimber East",S02001238,57.117401,-2.184260,
"Cults, Bieldside and Milltimber West",S02001237,57.115200,-2.226710,
Culverley Green,E02000677,51.438301,-0.018654,58700
Cumbernauld Central,S02002202,55.950298,-3.985440,
Cummings Park,S02001272,57.161800,-2.149970,
Cumnock North,S02001484,55.454498,-4.265600,
Cumnock Rural,S02001481,55.479500,-4.205160,
Cumnock South and Craigens,S02001483,55.446201,-4.253090,
Cupar Central,S02001827,56.318901,-3.015090,
Cupar East,S02001828,56.318199,-3.007200,
Cupar West and Springfield,S02001826,56.309399,-3.037840,
Currie East,S02001578,55.899300,-3.304570,
Currie West,S02001577,55.899101,-3.321970,
Currock & Upperby,E02003998,54.874901,-2.925380,31800
Curry Rivel & Fivehead,E02006081,50.999901,-2.892820,46500
Custom House,E02000749,51.512798,0.028360,48200
Cusworth,E02001554,53.534801,-1.170760,39600
Cuxton & Halling,E02003341,51.362000,0.446036,53500
Cwmafan & Bryn,W02000212,51.623001,-3.751070,34600
Cwmbran,W02000332,51.650799,-3.026660,33000
Cwmbwrla,W02000182,51.639301,-3.952680,35300
Cydweli & Trimsaran,W02000159,51.733200,-4.279680,34600
Cyncoed North,W02000374,51.524101,-3.164710,54100
Cyncoed South & Roath Park,W02000385,51.513901,-3.171020,53100
Dafen & Felin-foel,W02000161,51.693901,-4.138150,35300
Dagenham Central,E02000014,51.539700,0.145560,42900
Dagenham Eastbrook,E02000011,51.545502,0.165125,46500
Dagenham North,E02000010,51.546902,0.150449,40900
Dagnam Park & Noak Hill,E02000464,51.612598,0.218073,44700
Dairsie Ceres and Dunino,S02001829,56.303501,-2.940610,
Dalbeattie,S02001416,54.931301,-3.821910,
Dalbeattie Rural,S02001417,54.952099,-3.779820,
Dalgety Bay Central,S02001766,56.032101,-3.358940,
Dalgety Bay East,S02001767,56.041401,-3.348460,
Dalgety Bay West and Hillend,S02001765,56.036701,-3.368140,
Dalkeith,S02002066,55.892899,-3.064540,
Dallow Road,E02003276,51.883202,-0.440919,41200
Dalmarnock,S02001893,55.841801,-4.217170,
"Dalmeny, Kirkliston and Newbridge",S02001684,55.957802,-3.393710,
Dalmilling,S02002342,55.470600,-4.593970,
Dalry and Fountainbridge,S02001619,55.943001,-3.216180,
Dalry East and Rural,S02002123,55.705799,-4.700950,
Dalry West,S02002124,55.708698,-4.727730,
Dalston East,E02000364,51.544701,-0.067082,62600
Dalston Kingsland & De Beauvoir,E02000365,51.543499,-0.076433,66400
Dalton Long Lane,E02002307,53.649200,-1.745520,35200
Dalton South,E02003978,54.153198,-3.179580,38600
Danbury & Bicknacre,E02004500,51.702400,0.577397,54100
Dane Bank,E02001252,53.453201,-2.145690,42800
Dane Hills & Western Park,E02002846,52.634602,-1.174280,45700
Dane Valley & Northdown Hill,E02005137,51.376499,1.412620,36800
Daneshill & Little Basing,E02004682,51.279301,-1.064470,63000
Danestone,S02001279,57.180901,-2.135250,
Danson Park,E02000084,51.453400,0.129051,60200
Darenth Valley,E02005091,51.384399,0.230446,51600
Darfield & Great Houghton,E02001528,53.541100,-1.368830,32800
Darlaston Central,E02002145,52.569099,-2.037170,35000
Darlaston East,E02002142,52.573299,-2.028090,34400
Darlaston West,E02002147,52.561001,-2.048710,35600
Darley Abbey,E02002800,52.938000,-1.484730,49000
Darley Dale & Stanton,E02004071,53.170700,-1.605680,40900
Darnall,E02001637,53.388599,-1.420150,28200
Darnley East,S02001842,55.803200,-4.329500,
Darnley North,S02001843,55.805801,-4.343920,
Darnley West,S02001844,55.806801,-4.356130,
"Darras Hall, Stamfordham & Heddon",E02005726,55.029800,-1.831050,60100
Dartmouth,E02004195,50.350800,-3.585300,41400
Darton & Kexborough,E02001513,53.584400,-1.533170,38300
Darvel,S02001489,55.610401,-4.282430,
Darwen Town,E02002630,53.696400,-2.469240,33900
Datchet,E02003431,51.478298,-0.565395,63100
"Datchworth, Walkern & Cottered",E02004879,51.901100,-0.097708,55500
Daubhill & Fernhill Gate,E02001009,53.556702,-2.458240,33800
Davenham & Moulton,E02003885,53.222000,-2.507260,48000
Davenport,E02001209,53.394402,-2.158010,42700
Daventry Central,E02005625,52.259602,-1.163050,39500
Daventry North,E02005624,52.272701,-1.162630,48100
Daventry South & Southbrook,E02005626,52.254902,-1.168480,39900
Davyhulme,E02001263,53.453800,-2.378800,50500
Dawley & Aqueduct,E02002946,52.654900,-2.463610,38100
Dawlish North,E02004205,50.591999,-3.464040,43200
Dawlish South,E02004206,50.577900,-3.473660,39400
Daybrook,E02005870,52.999500,-1.135960,36200
De Parys,E02003624,52.143398,-0.455756,49300
Deal East,E02005044,51.223202,1.401720,39100
Deal North & West,E02005043,51.225700,1.393240,37000
Dean and New Farm Loch North,S02001498,55.620098,-4.474430,
"Dean Court, Cumnor & Appleton",E02005978,51.740898,-1.327100,74500
"Dean, Lavant & Summersdale",E02006566,50.868801,-0.763005,50200
Deans,S02002493,55.900398,-3.562420,
Deans Village,S02001660,55.947300,-3.221290,
"Deanshanger, Potterspury & Old Stratford",E02005688,52.064201,-0.891751,51500
"Debenham, Stonham & Coddenham",E02006267,52.200100,1.134990,50600
"Deddington, Steeple Aston & Heyfords",E02005930,51.952702,-1.293290,61400
Dedridge East,S02002483,55.882500,-3.507970,
Dedworth,E02003433,51.479301,-0.651969,61000
Deepcar & Bolsterstone,E02001612,53.475201,-1.577490,43100
Deeping St James & Frognall,E02005489,52.675400,-0.293317,45100
Deeplish,E02001146,53.608601,-2.152690,32700
Deer and Mormond,S02001330,57.544201,-2.121220,
Deer Park & Leigham,E02003131,50.399200,-4.100180,39100
Deighton & Brackenhall,E02002295,53.673100,-1.757640,30000
Delapre,E02005676,52.221298,-0.905662,43600
Delves Lane & Leadgate,E02004304,54.849998,-1.804640,36400
Denbigh,E02003481,52.009499,-0.727479,44700
Denbigh East & Pentre Llanrhaeadr,W02000053,53.167198,-3.411560,43500
Denbigh West,W02000052,53.185699,-3.425610,35900
"Denby Dale, Cumberworth & Clayton West",E02002327,53.582600,-1.639630,48600
Denham,E02003690,51.573799,-0.500371,56900
Denholm and Hermitage,S02002315,55.363300,-2.764850,
Denmead & Southwick,E02004842,50.892300,-1.073170,54400
Denmore,S02001284,57.199001,-2.097330,
Dennistoun,S02001930,55.859798,-4.220130,
Dennistoun North,S02001927,55.863098,-4.220070,
Denny - Nethermains,S02001698,56.016499,-3.914690,
Denton,E02001722,54.991199,-1.700610,33400
Denton East,E02001254,53.451599,-2.102270,35500
Denton Holme & Harraby Green,E02003996,54.885399,-2.929350,35500
Denton North,E02001249,53.456200,-2.112720,37600
Denton South,E02001257,53.442600,-2.105020,34600
Denton West,E02001253,53.454601,-2.122760,37800
Deptford North,E02000654,51.482300,-0.029289,44900
Derbyshire Hill,E02001422,53.446201,-2.694730,33400
Dereham Central & Toftwood,E02005507,52.674900,0.942857,38900
Dereham North & Neatherd,E02005505,52.684700,0.949609,41300
"Dereham West, Necton & Gressenhall",E02005506,52.678398,0.864357,42300
Derker,E02001108,53.550701,-2.093210,32600
Derriford & Estover,E02003126,50.414799,-4.104750,42600
Derringham,E02002674,53.755001,-0.409704,33900
Derry Hill & Hilmarton,E02006655,51.450802,-2.015760,53400
"Dersingham, Sandringham & Massingham",E02005554,52.822701,0.539236,39000
Desborough,E02005640,52.443100,-0.821961,43600
Desford & Newbold Verdon,E02005381,52.623299,-1.314770,44300
Devizes East,E02006637,51.351501,-1.981260,48700
Devizes West,E02006638,51.351299,-1.996530,43200
"Devonport, Mount Wise & Morice Town",E02003147,50.372799,-4.175930,36100
Devonshire Quarter,E02006844,53.379101,-1.476490,39200
Dewsbury Central & Westborough,E02002287,53.695000,-1.635000,32000
Dewsbury Moor Lower & Westtown,E02002289,53.687000,-1.646790,32000
Dewsbury Moor Upper,E02002286,53.698700,-1.653830,32500
Dewsbury Savile Town & Thornhill Lees,E02002294,53.683300,-1.632510,32700
Dibdale,E02002008,52.516701,-2.110400,47600
"Dickens Heath, Cheswick Green & Hockley Heath",E02002109,52.375198,-1.818380,58900
Didcot Ladygrove,E02005966,51.614799,-1.234310,76700
Didcot South East,E02005970,51.603802,-1.234420,55900
Didcot South West,E02005971,51.600101,-1.250640,57300
Didcot West,E02005967,51.608200,-1.247280,64800
Didsbury Village,E02001087,53.417999,-2.231960,67100
Digbeth,E02006896,52.473801,-1.894590,43000
"Diggle, Delph & Denshaw",E02001103,53.567001,-2.014060,48000
Dilton Marsh & Bratton,E02006690,51.266602,-2.167480,47600
Dinas Powys,W02000242,51.434799,-3.214250,43900
Dines Green & St Johns,E02006742,52.190899,-2.246010,36800
Dingle,E02001396,53.380199,-2.972470,39300
Dingwall,S02002017,57.598301,-4.429930,
Dinnington,E02001606,53.365299,-1.207610,34100
"Dinting, Simmondley & Charlesworth",E02004096,53.441200,-1.964100,52200
"Dishforth, Baldersby & Markington",E02005763,54.140701,-1.465190,50500
Disley & Lyme Park,E02003853,53.356201,-2.040680,51100
Diss & Roydon,E02005611,52.377201,1.108040,42300
Ditton,E02005153,51.296299,0.464761,51100
Ditton,E02002579,53.367901,-2.762250,33700
Dixons Green,E02002014,52.503899,-2.078990,37200
"Dobwalls, Addington & Menheniot",E02003895,50.453499,-4.467420,40600
Docks and Wellgate,S02001449,56.464401,-2.963210,
"Doddington, Wimblington & Manea",E02003751,52.498100,0.100942,44800
"Dodford, Belbroughton & Romsley",E02006697,52.387798,-2.084890,49700
"Dodleston, Tattenhall & Duddon",E02003809,53.145401,-2.810250,47800
Dodworth,E02001527,53.540901,-1.520850,38700
Doffcocker & Moss Bank,E02000995,53.590099,-2.474530,41300
Dogsthorpe,E02003244,52.596802,-0.236965,36200
Dollar and Muckhart,S02001399,56.167801,-3.660050,
Dollis Hill,E02000103,51.564701,-0.233479,49600
"Donington, Quadring & Gosberton",E02005465,52.874901,-0.180101,37900
Donisthope & Blackfordby,E02005404,52.738701,-1.530110,42100
Donnington,E02002932,52.716099,-2.436640,39000
Doon Valley North,S02001477,55.379902,-4.535960,
Doon Valley South,S02001476,55.324902,-4.393510,
Dorchester East,E02004278,50.708099,-2.432700,48900
Dorchester West & Poundbury,E02004277,50.714001,-2.447660,45900
"Dordon, Hurley & Wood End",E02006469,52.584499,-1.632030,41600
Dore & Whirlow,E02001678,53.326000,-1.536050,59600
Dorking North & Westhumble,E02006370,51.236301,-0.329982,62200
Dorking South,E02006371,51.228199,-0.331503,59500
Dormanstown,E02002517,54.598701,-1.096080,31000
Dorridge,E02002108,52.376499,-1.757330,60000
Dosthill & Two Gates,E02006225,52.606201,-1.684460,46700
Dothill & Shawbirch,E02002933,52.712200,-2.526870,45300
Douglas East,S02001457,56.479000,-2.899340,
Douglas West,S02001455,56.479099,-2.914710,
"Douglas, Coalburn and Rigside",S02002368,55.584400,-3.844300,
Dovecot,E02001372,53.418900,-2.889400,37500
Dover East,E02005052,51.132599,1.310900,39000
Dover West,E02005053,51.123100,1.303440,39100
"Doveridge, Brailsford & Bradley",E02004077,52.950298,-1.735420,46300
Dowanhill,S02001957,55.878300,-4.299430,
Dowlais,W02000284,51.763500,-3.357710,37600
Downend North,E02003109,51.497501,-2.501260,62600
Downend South,E02003111,51.488300,-2.506460,53700
Downfield,S02001467,56.491901,-3.001600,
Downham East,E02006783,51.428101,0.010818,43600
Downham Market,E02005567,52.603100,0.378297,40800
Downham West,E02006784,51.423500,-0.004771,45300
Downhills Park,E02000415,51.589901,-0.096637,54400
Downley,E02003701,51.641899,-0.766951,58800
Downton & Morgan's Vale,E02006677,50.987598,-1.715290,54700
Dowslands & Blackdown,E02006112,50.968700,-3.084300,52500
Doxey & Holmcroft,E02006194,52.818298,-2.135950,42600
